Title,Year,Duration,MPA,Rating,Votes,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,stars,production_companies,nominations,oscars,Category,Profit
154. Aliens of the Deep,2005,100.0,4,6.3,3500.0,5000000.0,12775590.0,8968684.0,479368.0,54.22550247819061,54.22550247819061,54.22550247819061,0,0,7,2.555118
155. An Unfinished Life,2005,108.0,10,7.0,35000.0,30000000.0,18618284.0,8586392.0,749000.0,47.23243386002305,53.97380652427641,53.97380652427641,0,0,8,0.6206094666666667
156. The Man,2005,83.0,10,5.5,27000.0,33000000.0,13485145.0,8330720.0,4025000.0,53.231204830029405,53.9462275989239,53.9462275989239,0,0,0,0.4086407575757576
157. Mad Hot Ballroom,2005,105.0,9,7.4,3600.0,800000.0,9104327.0,8117961.0,45348.0,55.37374759348299,55.37374759348299,55.37374759348299,10,0,7,11.38040875
158. The Return,2005,85.0,10,4.7,12000.0,15000000.0,11994195.0,7749851.0,4776000.0,51.96820470891799,53.997096400904,53.997096400904,0,0,6,0.799613
159. Proof,2005,100.0,10,6.7,47000.0,20000000.0,14189860.0,7535331.0,193840.0,50.19012145316613,53.985371025194404,53.985371025194404,6,0,3,0.709493
160. The Squid and the Whale,2005,81.0,11,7.3,92000.0,1500000.0,11098131.0,7372734.0,129844.0,53.22136659959948,54.855700568520305,54.855700568520305,49,1,2,7.398754
161. The Aristocrats,2005,89.0,8,6.4,17000.0,25684964.79325855,6809788.0,6377461.0,243796.0,53.92755529524965,53.92755529524965,53.92755529524965,0,0,2,0.26512740254124634
162. The Jacket,2005,103.0,11,7.1,121000.0,29000000.0,21733230.0,6303762.0,2723682.0,53.23395622056049,53.99056609057525,53.99056609057525,2,0,5,0.7494217241379311
163. Underclassman,2005,95.0,10,4.4,6000.0,25000000.0,5879555.0,5655459.0,2646000.0,52.40767969005054,53.92365917063251,53.92365917063251,0,0,0,0.2351822
164. Water,2005,117.0,10,7.7,16000.0,14822670.132075472,13014956.0,5529144.0,56280.0,53.233790314231996,54.00730093362323,54.00730093362323,18,1,3,0.8780439613127682
165. Alone in the Dark,2005,96.0,11,2.4,48000.0,20000000.0,12693645.0,5178569.0,2834421.0,51.58862918241332,53.97563751264595,53.226060333470635,4,0,0,0.63468225
166. The World's Fastest Indian,2005,127.0,10,7.8,61000.0,25000000.0,18302013.0,5128124.0,0.0,51.85939175243917,53.98830985296125,53.98830985296125,6,0,3,0.73208052
167. The Three Burials of Melquiades Estrada,2005,121.0,11,7.3,42000.0,15000000.0,12045362.0,5027684.0,23859.0,53.23944803217847,53.997540218257846,53.997540218257846,9,0,1,0.8030241333333333
168. Goal! The Dream Begins,2005,118.0,9,6.7,67000.0,10000000.0,27610873.0,4283255.0,1921838.0,54.25230082957923,53.41717605807028,54.25230082957923,6,0,8,2.7610873
169. Kiss Kiss Bang Bang,2005,103.0,11,7.5,241000.0,15000000.0,15785384.0,4243756.0,180660.0,51.993200639656685,54.029980788691454,54.029980788691454,16,0,2,1.0523589333333334
170. Enron: The Smartest Guys in the Room,2005,110.0,11,7.6,20000.0,1716666.6666666667,4854164.0,4071700.0,76639.0,44.30389679156556,54.26096358835306,54.26096358835306,11,1,7,2.827668349514563
171. King's Ransom,2005,95.0,10,4.4,4000.0,15000000.0,4143652.0,4008527.0,2300000.0,53.185413353495804,53.92900158939393,53.92900158939393,0,0,2,0.27624346666666666
172. Me and You and Everyone We Know,2005,85.0,11,7.2,38000.0,800000.0,8012838.0,3885134.0,30801.0,52.94659048439876,55.1962326327655,55.1962326327655,15,0,2,10.0160475
173. Caché,2005,117.0,11,7.3,87000.0,8000000.0,16197824.0,3647381.0,57010.0,50.913777751171715,54.15649424447322,54.15649424447322,37,0,3,2.024728
174. Stay,2005,99.0,11,6.7,88000.0,50000000.0,8483797.0,3626883.0,2188199.0,45.742549611782266,53.915136251082686,53.915136251082686,0,0,3,0.16967594
175. Harsh Times,2005,116.0,11,6.8,69000.0,2000000.0,5969708.0,3337931.0,1968505.0,48.36789678714208,54.28141477352947,54.28141477352947,0,0,0,2.984854
176. Rize,2005,86.0,10,7.1,3400.0,397500.0,4646889.0,3336391.0,1574787.0,55.41406535282512,55.41406535282512,55.41406535282512,3,0,7,11.69028679245283
177. Grizzly Man,2005,103.0,11,7.8,64000.0,590986.1111111111,4064756.0,3178403.0,269131.0,49.08060058650664,54.78793582897553,54.78793582897553,17,0,7,6.877921364950295
178. Boynton Beach Club,2005,105.0,11,6.5,1200.0,1500000.0,3572758.0,3127472.0,63422.0,53.335388426904714,54.20295736849197,54.20295736849197,0,0,2,2.381838666666667
179. Supercross,2005,80.0,10,4.3,4900.0,16000000.0,3344431.0,3102550.0,1330520.0,53.920256149332076,53.920256149332076,53.920256149332076,0,0,0,0.2090269375
180. Tsotsi,2005,94.0,11,7.2,32000.0,3000000.0,9891303.0,2912606.0,76324.0,50.05476657886781,54.32204075432389,54.32204075432389,18,0,3,3.297101
181. My Brother's Wife,2005,89.0,11,6.0,3600.0,14822670.132075472,8495296.0,2808241.0,1018750.0,52.48418225055496,53.96762885956371,53.96762885956371,0,0,3,0.5731285877850463
182. Junebug,2005,106.0,11,6.9,24000.0,1000000.0,3399228.0,2678691.0,74739.0,54.33532834248516,54.33532834248516,54.33532834248516,28,1,2,3.399228
183. The Lost City,2005,144.0,11,6.5,10000.0,9600000.0,4408011.0,2484186.0,180000.0,53.952801596954146,53.952801596954146,53.952801596954146,3,0,8,0.4591678125
184. BloodRayne,2005,95.0,11,3.0,38000.0,25000000.0,3650275.0,2405420.0,1550000.0,51.58862918241332,53.91205724184339,53.91205724184339,11,0,5,0.146011
185. Oliver Twist,2005,130.0,10,6.8,35000.0,60000000.0,42580321.0,2080321.0,68447.0,52.497712828775086,53.98539431677979,53.98539431677979,4,0,3,0.7096720166666667
186. Brick,2005,110.0,11,7.1,112000.0,475000.0,3947579.0,2075743.0,83574.0,51.416227014758306,54.974351512587724,54.974351512587724,23,0,3,8.310692631578947
187. Strangers with Candy,2005,97.0,11,5.9,8500.0,3500000.0,2254124.0,2072645.0,43141.0,53.97685444044033,53.97685444044033,53.97685444044033,0,0,2,0.6440354285714286
188. The Work and the Glory II: American Zion,2005,100.0,10,6.2,794.0,6500000.0,2025032.0,2025032.0,518222.0,53.202117495000365,53.202117495000365,69.5607548603459,0,0,3,0.3115433846153846
189. The Proposition,2005,104.0,11,7.3,56000.0,20000000.0,5048893.0,1903434.0,32681.0,51.741864716633465,53.92590516166578,53.92590516166578,30,0,2,0.25244465
190. A Sound of Thunder,2005,110.0,10,4.2,21000.0,80000000.0,11665465.0,1900451.0,917398.0,53.188714338263686,53.91203217156674,53.91203217156674,0,0,0,0.1458183125
191. Kinky Boots,2005,107.0,10,7.1,22000.0,16475000.0,9950133.0,1822428.0,77529.0,50.785376854396496,53.97163943465806,53.97163943465806,7,0,2,0.6039534446130501
192. Mrs Palfrey at the Claremont,2005,108.0,8,7.6,4400.0,750000.0,4009677.0,1720953.0,9744.0,53.54474684860128,54.58865058293772,54.58865058293772,2,0,2,5.346236
193. Everything Is Illuminated,2005,106.0,10,7.4,60000.0,7000000.0,3601974.0,1712337.0,66806.0,53.96000959365535,53.96000959365535,53.96000959365535,6,0,2,0.5145677142857142
194. Sweet Land,2005,110.0,9,7.1,4200.0,1000000.0,1843537.0,1706325.0,41860.0,54.13291975989492,54.13291975989492,54.13291975989492,2,0,8,1.843537
195. State Property: Blood on the Streets,2005,94.0,11,4.5,1600.0,564435436.3988786,1691706.0,1691706.0,756905.0,53.893449929927684,53.893449929927684,53.893449929927684,0,0,0,0.0029971647612934338
196. The White Countess,2005,135.0,10,6.5,7100.0,16000000.0,4092682.0,1669971.0,46348.0,53.19608469005141,53.92634076158524,53.92634076158524,0,0,8,0.255792625
197. Keeping Mum,2005,99.0,11,6.8,37000.0,169000.0,18586834.0,1619466.0,27112.0,68.20255473657836,68.20255473657836,68.20255473657836,5,0,2,109.98126627218934
198. Murderball,2005,88.0,11,7.7,11000.0,1750211.0,1751895.0,1531154.0,57286.0,54.023293634188455,54.023293634188455,54.023293634188455,13,1,7,1.00096216970411
199. Trust the Man,2005,103.0,11,5.7,8900.0,9000000.0,7353118.0,1530535.0,180271.0,52.514884910659724,53.99936030281441,53.99936030281441,0,0,2,0.8170131111111111
200. Paradise Now,2005,91.0,10,7.4,24000.0,2000000.0,3579902.0,1457843.0,48023.0,51.709526281594734,54.125947767187704,54.125947767187704,17,1,3,1.789951
201. Why We Fight,2005,98.0,10,8.0,10000.0,3670882.2979688505,1439972.0,1439972.0,53571.0,52.42087104991582,53.94409744744924,53.94409744744924,3,0,7,0.39226863819544316
202. The Notorious Bettie Page,2005,91.0,11,6.5,12000.0,15000000.0,1778006.0,1415082.0,143131.0,53.175441119811246,53.908482216597726,53.908482216597726,0,0,3,0.11853373333333334
203. Salaam Namaste,2005,158.0,8,6.2,8400.0,39311644.81415929,9289939.0,1413283.0,504898.0,47.879410892850764,53.92380658285023,27.346004029081627,11,0,2,0.23631519474489007
204. Paheli,2005,140.0,8,6.4,15000.0,287463605.1018442,2415975.0,1409499.0,632000.0,53.894153464241306,53.894153464241306,53.17602678108839,14,0,5,0.008404455232320819
205. Thumbsucker,2005,96.0,11,6.5,22000.0,4000000.0,2138742.0,1328679.0,85327.0,51.823000599611454,53.9626270880622,53.9626270880622,5,0,2,0.5346855
206. Sarah Silverman: Jesus Is Magic,2005,72.0,8,6.5,5700.0,25684964.79325855,1343259.0,1324339.0,128000.0,53.21870640540319,53.899864319070545,53.899864319070545,0,0,2,0.05229748262503209
207. Happy Endings,2005,128.0,11,6.3,9600.0,25684964.79325855,1682206.0,1315701.0,240075.0,53.17715198029121,53.90158127205899,53.90158127205899,0,0,2,0.06549380205658382
208. El vacilón: The Movie,2005,80.0,11,4.4,113.0,25684964.79325855,1690929.0,1291951.0,266935.0,53.17051206526263,53.90162545885197,53.90162545885197,0,0,2,0.06583341708312611
209. Tristram Shandy,2005,94.0,11,6.7,13000.0,2800000.0,3931982.0,1253413.0,60886.0,44.21432604863658,54.07576860883702,54.07576860883702,14,1,2,1.4042792857142856
210. Slow Burn,2005,93.0,11,5.7,4300.0,15500000.0,1797256.0,1237615.0,778123.0,53.90814631121252,53.90814631121252,53.90814631121252,0,0,3,0.115952
211. Bee Season,2005,104.0,10,5.5,7300.0,14000000.0,6856989.0,1180560.0,120544.0,51.586591398096814,53.9567851432156,53.9567851432156,0,0,3,0.4897849285714286
212. Heights,2005,93.0,11,6.8,4900.0,58634083.22105263,1306281.0,1160817.0,52885.0,53.895958598538535,53.895958598538535,53.895958598538535,0,0,8,0.02227852689493367
213. Undiscovered,2005,97.0,10,4.2,3000.0,9000000.0,1082784.0,1069318.0,676048.0,53.90871323720481,53.90871323720481,53.90871323720481,0,0,2,0.12030933333333334
214. Joyeux Noel,2005,116.0,10,7.6,33000.0,18151814.0,17709155.0,1054361.0,0.0,52.46308030014649,54.01999555896649,54.01999555896649,12,1,8,0.9756135116853886
215. Leonard Cohen: I'm Your Man,2005,105.0,10,6.8,2400.0,3670882.2979688505,1401975.0,1044254.0,17130.0,53.94275070535862,53.94275070535862,53.94275070535862,0,0,7,0.3819177206459962
216. Hard Candy,2005,104.0,11,7.0,171000.0,950000.0,7022209.0,1024640.0,58049.0,53.42316081342948,54.854795657233296,54.854795657233296,13,0,3,7.391798947368421
217. The Beat That My Heart Skipped,2005,108.0,8,7.2,21000.0,5300000.0,11757109.0,1023424.0,65365.0,48.87664538294952,54.1816825233761,54.1816825233761,14,0,3,2.2183224528301886
218. Garam Masala,2005,146.0,8,6.8,18000.0,25684964.79325855,2091698.0,1007943.0,395708.0,46.86440505958298,53.90365557427481,53.90365557427481,5,0,2,0.08143666992874372
219. Mangal Pandey,2005,150.0,8,6.5,11000.0,340000000.0,8142076.0,954108.0,531018.0,53.89617571776526,53.89617571776526,53.17052659059914,7,0,3,0.023947282352941177
220. Bunty Aur Babli,2005,170.0,8,6.2,8300.0,100000000.0,3370142.0,942756.0,435767.0,51.66077500308135,53.897444813733244,27.346004029081627,13,0,2,0.03370142
221. Separate Lies,2005,85.0,11,6.4,4900.0,7650000.0,3452023.0,924260.0,22341.0,53.197944412398,53.951770750647555,53.951770750647555,5,0,8,0.4512448366013072
222. Heading South,2005,108.0,19,6.3,2900.0,14822670.132075472,3294052.0,898468.0,1200.0,52.5120010405165,53.921974067572805,53.921974067572805,0,0,3,0.2222306757587384
223. Looking for Comedy in the Muslim World,2005,98.0,10,5.5,3500.0,10000000.0,915649.0,888975.0,429223.0,53.90497334283738,53.90497334283738,53.90497334283738,0,0,2,0.0915649
224. Venom,2005,87.0,11,4.6,11000.0,8250000.0,881779.0,881779.0,501000.0,53.906966266776855,53.906966266776855,53.906966266776855,0,0,6,0.10688230303030304
225. Where the Truth Lies,2005,107.0,19,6.4,19000.0,25000000.0,3487678.0,872142.0,234461.0,50.715026833611546,53.91121103193915,53.91121103193915,10,0,7,0.13950712
226. Duma,2005,100.0,9,7.1,8700.0,12000000.0,994790.0,870067.0,0.0,53.90384585749414,53.90384585749414,53.90384585749414,0,0,1,0.08289916666666666
227. Mirrormask,2005,101.0,9,6.7,24000.0,4000000.0,866999.0,866999.0,126449.0,53.92126095268424,53.92126095268424,53.92126095268424,2,0,5,0.21674975
228. Breakfast on Pluto,2005,128.0,11,7.2,25000.0,10091802.583333334,3942254.0,828699.0,33279.0,50.74482172280081,53.943885447757744,53.943885447757744,17,0,2,0.39063923094479214
229. The Thing About My Folks,2005,96.0,10,6.5,2400.0,10091802.583333334,823337.0,816403.0,235341.0,52.456822346147874,53.90367483828694,53.90367483828694,3,0,2,0.08158473109251517
230. Ballets Russes,2005,118.0,8,7.9,703.0,200000.0,1331363.0,815848.0,12230.0,52.76620901323726,54.7591680171599,52.76620901323726,2,0,7,6.656815
231. Waqt: The Race Against Time,2005,153.0,8,6.7,10000.0,25684964.79325855,2395616.0,815064.0,454800.0,51.56880173902673,53.90519508611101,53.19973406669008,11,0,2,0.0932691953943721
232. Factotum,2005,94.0,11,6.6,15000.0,1000000.0,2708087.0,808221.0,59212.0,53.3792751289269,54.24540504140545,54.24540504140545,4,0,2,2.708087
233. Parineeta,2005,130.0,8,7.2,9800.0,631666666.6666666,1558018.0,802758.0,201956.0,52.39845357669233,53.89338088845124,50.67743197960784,37,0,8,0.0024665192612137203
234. Into Great Silence,2005,169.0,8,7.3,2600.0,1040816.0092592592,4886163.0,790452.0,11355.0,54.50386073718175,0.10711722687124146,54.50386073718175,14,0,7,4.694550195742516
235. Black,2005,122.0,8,8.1,37000.0,180000000.0,1266341.0,754819.0,125343.0,48.70563547095079,53.89397531614614,53.89397531614614,9,0,3,0.007035227777777778
236. First Descent,2005,110.0,10,7.0,1100.0,404500.0,988368.0,750805.0,438615.0,54.210971104639675,54.210971104639675,54.210971104639675,0,0,7,2.443431396786156
237. The Ballad of Jack and Rose,2005,112.0,11,6.5,12000.0,1500000.0,916051.0,712275.0,59459.0,51.585736575344626,53.97251730542565,53.97251730542565,6,0,3,0.6107006666666667
238. Inside Deep Throat,2005,89.0,7,6.7,7100.0,2000000.0,709832.0,691880.0,88709.0,53.9392375526802,53.9392375526802,53.9392375526802,0,0,7,0.354916
239. Sophie Scholl: The Final Days,2005,120.0,8,7.6,29000.0,53225450.38604065,10804315.0,680331.0,17310.0,53.22021156714193,53.919470890181884,53.919470890181884,13,1,3,0.20299151856183503
240. No Entry,2005,158.0,8,6.6,13000.0,4655000.0,1197530.0,678000.0,312000.0,46.76907491555205,53.92653125186878,53.92653125186878,14,0,2,0.25725671321160043
241. Imagine Me & You,2005,90.0,11,6.8,37000.0,7900000.0,2635305.0,672243.0,51907.0,52.817659455221374,53.93646193706801,53.93646193706801,0,0,2,0.3335829113924051
242. Bewafaa,2005,151.0,8,4.2,2700.0,120000000.0,1258036.0,670076.0,212663.0,53.89442398293196,53.89442398293196,53.89442398293196,0,0,8,0.010483633333333334
243. The Promise,2005,121.0,10,5.6,9600.0,60000000.0,30995924.0,669625.0,272838.0,53.408549877308715,53.960273846445034,53.960273846445034,10,0,5,0.5165987333333333
244. Lassie,2005,100.0,9,6.7,4800.0,25684964.79325855,6442854.0,652163.0,254420.0,53.92569657271231,53.92569657271231,53.92569657271231,4,0,2,0.2508414573217961
245. The Child,2005,95.0,11,7.4,20000.0,3600000.0,5507396.0,651941.0,44537.0,48.84062067067707,54.092104109857864,54.092104109857864,21,0,8,1.5298322222222223
246. Dust to Glory,2005,97.0,9,7.3,1000.0,1100000.0,640013.0,640013.0,15757.0,53.20689705378068,53.9687609870318,53.9687609870318,0,0,0,0.58183
"247. The Prize Winner of Defiance, Ohio",2005,99.0,10,7.2,8300.0,12000000.0,750212.0,627844.0,159056.0,53.90119405162391,53.90119405162391,53.90119405162391,0,0,3,0.06251766666666667
248. Down in the Valley,2005,114.0,11,6.4,19000.0,8000000.0,855009.0,568932.0,22806.0,53.90696546296276,53.90696546296276,53.90696546296276,0,0,8,0.106876125
249. Romance & Cigarettes,2005,105.0,11,6.2,13000.0,25684964.79325855,2935242.0,557471.0,0.0,52.57220856343219,53.907928588615356,53.907928588615356,3,0,2,0.11427860710054014
250. The Italian,2005,90.0,10,7.5,3400.0,14822670.132075472,2007774.0,555436.0,23290.0,53.91068354658735,53.91068354658735,53.91068354658735,9,0,3,0.1354529232661856
251. Casa de Areia,2005,115.0,11,7.3,3300.0,8000000.0,1178175.0,539285.0,31405.0,53.912221292366006,53.912221292366006,53.912221292366006,43,0,3,0.147271875
252. Kids in America,2005,91.0,10,5.6,2800.0,750000.0,537667.0,537667.0,440228.0,53.98633335084028,53.98633335084028,53.98633335084028,0,0,2,0.7168893333333334
253. Nine Lives,2005,115.0,11,6.7,7200.0,500000.0,1591523.0,478830.0,28387.0,50.80784781840159,54.30720123228042,54.30720123228042,10,0,3,3.183046
254. Last Days,2005,97.0,11,5.7,24000.0,19470154.315789472,2456454.0,463080.0,86556.0,49.88262806743682,53.90947512229745,53.90947512229745,5,0,3,0.12616510173254866
255. Romeo & Juliet: Sealed with a Kiss,2005,76.0,8,3.7,469.0,2000000.0,463002.0,463002.0,80938.0,53.923180215316684,53.923180215316684,53.923180215316684,0,0,5,0.231501
256. Lucky: No Time for Love,2005,180.0,8,4.7,3900.0,631666666.6666666,891789.0,453507.0,147800.0,53.89324366094924,53.89324366094924,53.89324366094924,0,0,8,0.001411803166226913
257. The Heart of the Game,2005,97.0,10,7.6,978.0,500000.0,446446.0,445374.0,11251.0,54.009232789284106,54.009232789284106,54.009232789284106,0,0,7,0.892892
258. Don't Come Knocking,2005,122.0,11,6.6,8000.0,11000000.0,4663501.0,440793.0,30630.0,51.809269514610584,53.94822006432957,53.94822006432957,7,0,3,0.42395463636363634
259. When Do We Eat?,2005,86.0,11,5.8,1600.0,10597372.0,431513.0,431513.0,134006.0,53.898357843289396,53.898357843289396,53.898357843289396,0,0,2,0.040718868791243715
260. Mobsters and Mormons,2005,90.0,9,6.1,787.0,350000.0,409604.0,409604.0,67945.0,54.0453255492017,54.0453255492017,54.0453255492017,0,0,2,1.170297142857143
261. Preaching to the Choir,2005,103.0,10,5.4,207.0,6500000.0,405191.0,405191.0,221000.0,53.90117055536789,53.90117055536789,53.90117055536789,0,0,2,0.062337076923076926
262. Little Manhattan,2005,90.0,9,7.4,25000.0,12500000.0,1254005.0,385373.0,36397.0,53.906112507584666,53.906112507584666,53.906112507584666,0,0,2,0.1003204
263. The Quiet,2005,96.0,11,6.1,18000.0,900000.0,381420.0,381420.0,27546.0,53.19801227607985,53.94819994482822,53.94819994482822,0,0,3,0.4238
264. Conversations with Other Women,2005,84.0,11,6.9,13000.0,450000.0,982814.0,379418.0,66157.0,53.323175885064224,54.17722092922117,54.17722092922117,4,0,2,2.184031111111111
265. The Game of Their Lives,2005,101.0,9,6.1,3600.0,20000000.0,388998.0,375750.0,175336.0,53.89559057020869,53.89559057020869,53.89559057020869,0,0,3,0.0194499
266. Asylum,2005,99.0,11,6.1,5500.0,92440689.81557584,2788033.0,375403.0,36272.0,50.802342218568725,53.896984075656235,53.896984075656235,2,0,8,0.03016023577455205
267. Shadowboxer,2005,93.0,11,5.5,7000.0,71816666.66666667,519802.0,370627.0,103238.0,51.11099966893915,53.8940016857885,53.8940016857885,2,0,0,0.007237902065444418
268. Deewane Huye Paagal,2005,158.0,8,5.6,6000.0,461082333.3333333,5544538.0,364357.0,145780.0,53.167051097870115,53.89462453427109,53.16915137550519,0,0,0,0.01202504975611731
269. Marilyn Hotchkiss' Ballroom Dancing & Charm School,2005,103.0,10,6.5,3700.0,2500000.0,410602.0,349132.0,92668.0,51.598581188793105,53.91442909330934,53.91442909330934,0,0,2,0.1642408
270. Green Street Hooligans,2005,109.0,11,7.4,165000.0,53225450.38604065,3814717.0,346830.0,48760.0,53.191237206192355,53.90238496745893,53.90238496745893,0,0,3,0.07167092006421949
271. Kaal,2005,126.0,8,4.7,6200.0,38810310.56286751,709777.0,345091.0,164108.0,53.16869144375747,53.89543944424174,53.89543944424174,0,0,6,0.018288361770521167
